,category,headline,date
1722,CRIME,Peanut Exec Faces Life Sentence For Shipping Tainted Peanut Butter,2015-09-20
1723,CRIME,Life Sentence For Dad Who Threw Daughter From Cliff,2015-09-19
1724,CRIME,Wrong-Way Driver Dies After Deputy Shoots At Him From Helicopter,2015-09-19
1725,CRIME,"Leslie Allen Merritt Jr., Suspect In Phoenix Freeway Shootings, Says He Is 'Wrong Guy'",2015-09-19
1726,CRIME,"Fight Breaks Out After Murder Suspect, Witness Put In Same Cell",2015-09-19
1727,CRIME,Governor: Suspect In String Of Arizona Shootings Arrested,2015-09-19
1728,CRIME,"2-Month-Old Baby, 2 Others Gunned Down Inside Utah Home",2015-09-19
1729,CRIME,Nude Woman Rescued 3 Miles Off California Coast,2015-09-19
1730,CRIME,Friend Of Dylann Roof Charged With Lying To Federal Agents And Concealing Information,2015-09-18
1731,CRIME,The Death Of Victoria Gray: How Texas Jails Are Failing Their Most Vulnerable Captives,2015-09-16
1732,CRIME,Delta State University Shooter Left Apology Note Before Killings,2015-09-16
1733,CRIME,"Jail Is Sinking Families Into Poverty, And Women Pay The Most",2015-09-15
1734,CRIME,1 Dead After Shooting At Delta State University,2015-09-14
1735,CRIME,Man Accused Of Killing Firefighter Was Mad Over Traffic Delay: Police,2015-09-14
1736,CRIME,Gunman Kills Professor At Delta State University,2015-09-14
1737,CRIME,Kids Found Living Inside A Shipping Crate In An Underground Cave,2015-09-13
1738,CRIME,"Father Went From Room To Room Killing His Family, Then Himself",2015-09-12
1739,CRIME,"Couple Hears Screaming, Finds Woman Trapped In Car For 2 Days",2015-09-12
1740,CRIME,Woman Arrested After Her Pit Bulls Attack Man In Violent Video,2015-09-12
1741,CRIME,Tom Cruise's Film Crew In Plane Crash That Killed 2,2015-09-12
1742,CRIME,"Hawaii Man's Stealing Spree Includes 6 Ukuleles, 3 Vehicles: Police",2015-09-11
1743,CRIME,Woman Allegedly Attacks Cop With Bayonet After Leaving Psych Ward,2015-09-11
1744,CRIME,Police Shoot Suspect To End Los Angeles Hostage Situation,2015-09-11
1745,CRIME,Toddler Eats Heroin Substitute At Playground,2015-09-10
1746,CRIME,"Limbo For Michael Slager, Ex-Cop Filmed Shooting Walter Scott In The Back",2015-09-10
1747,CRIME,Boyfriend’s Ex Questioned In Murdered Dentist Case,2015-09-10
1748,CRIME,British Airways Plane Catches Fire At Las Vegas Airport,2015-09-09
1749,CRIME,8 Arrested While Praying At Site Of Controversial Telescope In Hawaii,2015-09-09
1750,CRIME,DOMESTIC TERRORISM: Someone Is Shooting At Cars On A Phoenix Highway,2015-09-09
1751,CRIME,Florida Teen Kills Estranged Father In Home Invasion,2015-09-09
1752,CRIME,Baby Boy Dies After Being Left In Hot Car For 40 Minutes,2015-09-09
1753,CRIME,Miami Police Officer's Facebook Plea: 'Everyone's Life Matters',2015-09-08
1754,CRIME,Who Wanted This Dentist Dead?,2015-09-08
1755,CRIME,"NYPD Officers Fire 84 Shots At Suspect, Miss 83 Times",2015-09-06
1756,CRIME,Officials Say Planned Parenthood Fire In Washington State Was Arson,2015-09-05
1757,CRIME,Sacramento Community College Reopens After Fatal Shooting,2015-09-04
1758,CRIME,Video Could Be Key To Finding Alleged Killers Of Cop Charles Gliniewicz,2015-09-04
1759,CRIME,Animal Lovers Unhappy With Proposal To Kill Outdoor Cats In Nation's Capital,2015-09-04
1760,CRIME,3 Hurt In Machete Attack On University Of Arkansas Campus,2015-09-04
1761,CRIME,11-Year-Old Kills Missouri Teen In Murky Home Shooting,2015-09-04
1762,CRIME,13-Year-Old Boy Convicted Of Playground Murder,2015-09-04
1763,CRIME,Cocaine Cowboy 'White Boy Rick' Could Be Released On New Law,2015-09-04
1764,CRIME,Even Prison Officials Want To Curb Solitary Confinement,2015-09-03
1765,CRIME,Man Trying To Prove Gun Won't Fire Shoots Self In Head,2015-09-03
1766,CRIME,"Plane Crashes Into California Driveway, Killing 2",2015-09-03
1767,CRIME,Mom Says She Pulled Gun On Teens Threatening Her Son,2015-09-03
1768,CRIME,Jail Deputies Arrested For Allegedly Beating Mentally Ill Inmate To Death,2015-09-03
1769,CRIME,Officer Shot Own Cruiser In Fabricated Story About Attack,2015-09-03
1770,CRIME,"Indian Grandfather Paralyzed By Alabama Cop Was Not Threatening, Colleague Testifies",2015-09-03
1771,CRIME,"Hawaii Police Destroy $575,000 Worth Of Guns To Keep Them Off Street",2015-09-03
1772,CRIME,Sheriff Says Man Killed With Hands In Air Possibly Had Knife,2015-09-02
1773,CRIME,'Fight Club' Allegations At New Jersey Daycare Spark Outrage,2015-09-02
1774,CRIME,Man Allegedly Shoots Himself During Scuffle With Transit Cops,2015-09-02
1775,CRIME,College Football Player Used Drugs Before Texas Police Shooting: Autopsy,2015-09-02
1776,CRIME,Kidnapping Suspect Says Vaccine's Side Effects Led Him To Crime,2015-09-02
1777,CRIME,Baltimore Officers To Be Tried Separately Over Freddie Gray Death,2015-09-02
1778,CRIME,"Weeks Before Aurora Attack, James Holmes Had University On Edge",2015-09-02
1779,CRIME,Protesters Gather For Key Hearing In Freddie Gray Case,2015-09-02
1780,CRIME,Prosecution Scores Two Big Wins In Freddie Gray Case,2015-09-02
1781,CRIME,Hawaii Teen Arrested For Bringing A Rifle To McDonald's Dispute,2015-09-02
1782,CRIME,Illinois Manhunt Underway After Officer Is Shot And Killed,2015-09-01
1783,CRIME,Former Missouri State Senator Jeff Smith Reflects On Going From Politics To Prison,2015-09-01
1784,CRIME,Dogs Trapped In Hot Cars Could Be Freed By Good Samaritans Under Proposed Florida Law,2015-09-01
1785,CRIME,Man Suspected Of Killing Texas Deputy Had History Of Mental Illness,2015-09-01
1786,CRIME,White Ex-Police Chief Who Killed Unarmed Black Man Avoids Jail Time,2015-09-01
1787,CRIME,"'Coward' Murdered Texas Deputy As He Pumped Gas, Sheriff Says",2015-08-31
1788,CRIME,Dad Accidentally Shoots 9-Year-Old Daughter While Cleaning Gun,2015-08-31
1789,CRIME,Slain Cameraman Honored,2015-08-31
1790,CRIME,"Man To Be Executed For Rape, Murder Of 15-Year-Old Girl",2015-08-31
1791,CRIME,Maryland Teen Allegedly Sexually Abused Child Since She Was 3,2015-08-30
1792,CRIME,Texas Deputy Gunned Down In 'Cold-Blooded' Attack At Gas Station,2015-08-29
1793,CRIME,Bystander Killed During NYPD Undercover Gun Deal Gone Wrong,2015-08-29
1794,CRIME,Texas Sheriff's Deputy Killed In Ambush At Gas Station,2015-08-29
1795,CRIME,Pregnant Woman Dies After Allegedly Kidnapped By Ex,2015-08-29
1796,CRIME,Suspect Arrested For Allegedly Killing Deputy In Gas Station Ambush,2015-08-29
1797,CRIME,Armed Suspects Used Periscope To Hunt For Man: Sacramento Police,2015-08-29
1798,CRIME,Utah Woman Sentenced To 30 Years For Killing Baby With Methadone,2015-08-29
1799,CRIME,TSA Agent Allegedly Molests Traveler At NYC Airport,2015-08-28
1800,CRIME,Black Man Jailed For Months Over $5 Theft Found Dead In Cell,2015-08-28
1801,CRIME,President Mistakes 'Jeffersons' For Sanford & Sons',2015-08-28
1802,CRIME,'Playing Possum' Helped Victim Survive On-Air TV Shooting,2015-08-28
1803,CRIME,Ex-KKK Member Killed 3 Near Jewish Sites 'To Stop Genocide Against My People',2015-08-28
1804,CRIME,No Retrial For White Cop Who Killed Unarmed Black Man Jonathan Ferrell,2015-08-28
1805,CRIME,"Prep School Grad Acquitted Of Felony Rape, Guilty Of Misdemeanors",2015-08-28
1806,CRIME,"Hiker Burned, Two Dogs Die After Leaping Into Idaho Hot Springs",2015-08-27
1807,CRIME,Families Speak Out About WDBJ Shooting Victims,2015-08-27
1808,CRIME,"Mississippi State University: Student's Threats Led To Lockdown, No Gun Found",2015-08-27
1809,CRIME,Prep School Rape Suspect Ignored Girl's 'No' Plea: Prosecutor,2015-08-27
1810,CRIME,Baby Sitter Gets 14 Years In Toddler's Death,2015-08-27
1811,CRIME,Bruce Davis Eligible For Parole For Charles Manson Family Murders,2015-08-27
1812,CRIME,White Supremacist 'Felt Such Exhilaration' After Killing 3,2015-08-27
1813,CRIME,Ohio Mom Pleads Not Guilty To Killing 3 Young Sons Out Of Jealousy,2015-08-27
1814,CRIME,"Defendant Snatches Bailiff's Gun, Kills Himself At Courthouse",2015-08-26
1815,CRIME,WDBJ Chief: I'm Not Sure Whether I Want The Shooter To Live Or Die,2015-08-26
1816,CRIME,Hit-And-Run Rampage Leaves Multiple People Injured,2015-08-26
1817,CRIME,"2 Killed, Including Police Officer, In Louisiana Domestic Dispute",2015-08-26
1818,CRIME,TV Shooter Showed 'Bizarre Behavior' Throughout Volatile Career,2015-08-26
1819,CRIME,Casino Bus Slams Into NYC Building,2015-08-25
1820,CRIME,Florida Man Accused Of Killing Man With Hot Frying Pan Identified By Tats,2015-08-25
1821,CRIME,"Eric Roberts, Ex-Trooper Accused Of Rape At Traffic Stops, Due In Court",2015-08-25
1822,CRIME,Catholic Cardinal's Hawaii Getaway Ends In DUI Arrest,2015-08-25
1823,CRIME,"Woman Hires Hitman Because Her Grandkids Got Lice, Police Say",2015-08-25
1824,CRIME,Oklahoma Labor Commissioner Slain In Restaurant,2015-08-24
1825,CRIME,Mass Shootings Far More Common In The U.S. Than Any Other Country,2015-08-24
1826,CRIME,Louisiana State Trooper Shot In The Head During Traffic Stop,2015-08-24
1827,CRIME,Officer Shot In The Head While Trying To Help Motorist Dies,2015-08-24
1828,CRIME,Missing Boy Found Alive Near Remote Mountain Lake,2015-08-24
1829,CRIME,Pokemon Geeks Bring Guns To Championship: Cops,2015-08-24
1830,CRIME,Cops Search For Motive In Deadly Federal Building Shooting,2015-08-22
1831,CRIME,Hawaii Man Accused Of Murdering Wife In Front Of Young Daughter,2015-08-22
1832,CRIME,Man Faces Obscenity Charge After O'Donnell's Daughter Found,2015-08-22
1833,CRIME,"Teen Killed By St. Louis Cops Was Shot In The Back, Autopsy Finds",2015-08-21
1834,CRIME,Gunman Kills Guard And Then Self At NYC Federal Building,2015-08-21
1835,CRIME,Explosion At JFK High School In The Bronx Injures 3,2015-08-21
1836,CRIME,Mistrial Declared For Cop Charged With Killing Jonathan Ferrell,2015-08-21
1837,CRIME,Ex-NHL Goon Dale Purinton Accused Of Attacking Man In Burglary,2015-08-21
1838,CRIME,Ex-NFL Cheerleader Sentenced For Raping 15-Year-Old,2015-08-21
1839,CRIME,Security Video Shows Motel Explosion In Washington State,2015-08-20
1840,CRIME,Mother Of 5 Dead In Supermarket Stabbing,2015-08-20
1841,CRIME,"Woman Let Uncle With Autism Starve To Death, Cops Say",2015-08-20
1842,CRIME,Baltimore Cop Charged After Allegedly Shooting Unarmed Man In Groin,2015-08-20
1843,CRIME,No Charges For Cops Who Killed Man Who Had His Hands Up,2015-08-20
1844,CRIME,Prison Escapee Appears In Court,2015-08-20
1845,CRIME,Some Guy At A 'Muslim-Free' Gun Shop Accidentally Shot Himself,2015-08-20
1846,CRIME,Jared Fogle's Victims To Benefit From Groundbreaking Plea Deal,2015-08-19
1847,CRIME,Sex Predator Trooper Advertised 'Traffic Stop Sex' On Craigslist,2015-08-19
1848,CRIME,Cops Accused Of Murdering Handcuffed Man With Stun Guns,2015-08-19
1849,CRIME,Tearful Teen Says Prep School Student Raped Her As Part Of Game,2015-08-19
1850,CRIME,"Jared Fogle Paid For Sex With Minors, Received Child Porn: Feds",2015-08-19
1851,CRIME,Police Kill Armed Black Man In St. Louis On Anniversary Of Another Officer-Involved Shooting,2015-08-19
1852,CRIME,"93-Year-Old Tuskegee Airman Robbed, Then Carjacked After He Gets Lost",2015-08-18
1853,CRIME,Gun Possession Charge Dropped For Man Who Can't Use Arms,2015-08-18
1854,CRIME,Alleged Torture Of Gay Black Man Leads To Hate Crime Charges For 2 Men,2015-08-18
1855,CRIME,Cops Who Killed Homeless Man Will Stand Trial For Murder,2015-08-18
1856,CRIME,"Man Arrested In 1980 Slaying Of Mother, Daughter",2015-08-18
1857,CRIME,"10-Year-Old Drives Drunk Dad, Cops Say",2015-08-17
1858,CRIME,Man And Girlfriend Allegedly Kill His Father And Oklahoma Officer,2015-08-17
1859,CRIME,Officers Fired Excessive Number Of Shots At Bank Robbers: Report,2015-08-17
1860,CRIME,Trial Begins For White Supremacist Frazier Glenn Cross,2015-08-17
1861,CRIME,Man Sets Himself On Fire At Columbus City Hall In Ohio,2015-08-17
1862,CRIME,"Tokyo Man Allegedly Severs Wife's Lover's Penis, Flushes It",2015-08-17
1863,CRIME,Alleged Teen Rapist Says He Was Trying To Win Prep School Sex Competition,2015-08-17
1864,CRIME,5 Dead After Small Planes Collide In Midair,2015-08-16
1865,CRIME,"California Officers, Lawyer Arrested In Murder, Cover-Up",2015-08-15
1866,CRIME,"New Details Emerge In Forgotten Murder That Snared Attorney, Highway Patrolmen",2015-08-15
1867,CRIME,Group Files Complaint Against Judge Who Sentenced Man To Marry Girlfriend,2015-08-15
1868,CRIME,"Officer Boasts Of 'Annual Michael Brown Bonus,' Prompts Investigation",2015-08-15
1869,CRIME,Cops Didn't Enter Home Where Family Was Murdered Until Hours After First 911 Call,2015-08-15
1870,CRIME,"Florida Dad Let Teen Daughter Dance, Do Drugs At Strip Club: Cops",2015-08-15
1871,CRIME,"Honolulu Man Was Set To Push $400,000 Of Meth On Hawaii Streets",2015-08-15
1872,CRIME,"3 Dead In Baltimore Shooting, More Than 200 Others Killed This Year",2015-08-14
1873,CRIME,Elementary School Teacher Struck And Killed By Roller Coaster,2015-08-14
1874,CRIME,Family Of Four Found Dead In Michigan Home,2015-08-14
1875,CRIME,Police Dog Dies In Squad Car After Air Conditioner Fails,2015-08-14
1876,CRIME,Woman Allegedly Locks Disabled Sister In Closet For 7 Years,2015-08-14
1877,CRIME,"'Today I Die,' Says Gang Leader Who Killed Self After Shooting Firefighter",2015-08-14
1878,CRIME,Baby Dies After Dad Seen Allegedly Beating Him While Driving,2015-08-13
1879,CRIME,Lewis Fogle's Murder Conviction Tossed After 34 Years In Prison,2015-08-13
1880,CRIME,Lawyer Defends Fired Cop Who Killed Teen Football Player,2015-08-12
1881,CRIME,Beauty Queen Arrested For Allegedly Faking Cancer For Cash,2015-08-12
1882,CRIME,Man Who Carjacked Woman In Labor Gets 5 Years,2015-08-12
1883,CRIME,"California DMV Employees Traded Cash For Licenses, Feds Say",2015-08-12
1884,CRIME,5 Spectacular Police Screw-Ups,2015-08-12
1885,CRIME,Folsom Prison Riot Leaves Inmate Dead Others Injured,2015-08-12
1886,CRIME,Pennsylvania Wants To Use Science In Criminal Sentencing,2015-08-11
1887,CRIME,NY Prisoners: We Were Brutally Interrogated After Two Inmates Escaped,2015-08-11
1888,CRIME,Sheriff In Sandra Bland Case Tells Pastor: 'Go Back To The Church Of Satan',2015-08-11
1889,CRIME,Inmates Help The Injured After Prison Bus Crashes Into Semi,2015-08-11
1890,CRIME,Movie Theater Prank Frightens Many And Injures 3 In California,2015-08-11
1891,CRIME,NYPD Union Responds To Calls For Reform By Shaming The Homeless,2015-08-11
1892,CRIME,Dead Dog Found With Note: 'We Beat It 2 Death Lol HAHAHA!',2015-08-11
1893,CRIME,71-Year-Old Woman Shot In The Leg While Knitting Inside Her Home,2015-08-11
1894,CRIME,Video Shows Man Holding Gun Before Allegedly Shooting At Police Officers In Ferguson,2015-08-11
1895,CRIME,Dead Toddler's Father Pleads Insanity To Corpse Abuse,2015-08-10
1896,CRIME,"Man Shot After Opening Fire On Officers In Ferguson, Police Say",2015-08-10
1897,CRIME,Alleged Shooter Who Killed 8 Had Long History Of Domestic Violence,2015-08-10
1898,CRIME,Suspect 'Calm And Laughing' After Allegedly Killing Vermont Social Worker,2015-08-10
1899,CRIME,Footage Shows Christian Taylor Break Into Car But Not Shooting By Cop,2015-08-10
1900,CRIME,"After Serving 35 Years With No Conviction, Man Faces Retrial",2015-08-10
1901,CRIME,Girls Charged In Slender Man Attack Will Be Tried As Adults,2015-08-10
1902,CRIME,"Family Of 6 Children, 2 Adults Fatally Shot Inside Houston Home",2015-08-09
1903,CRIME,Washington D.C. Officer Shoots Woman Carrying Knife,2015-08-09
1904,CRIME,San Francisco Police Detain Musician Fantastic Negrito For Allegedly Scalping Outside Lands Tickets,2015-08-09
1905,CRIME,Shootings On Same Street Leave 2 Dead And 3 Injured In North Carolina,2015-08-09
1906,CRIME,Dead Vermont Women Were Related To Social Worker Shooter,2015-08-08
1907,CRIME,"Young, Unarmed Black Man Killed By Cop Didn't Want To 'Die Too Young'",2015-08-08
1908,CRIME,"Canadian Tourist Gives Hawaii Man A Ride, Gets Robbed At Gunpoint",2015-08-08
1909,CRIME,Juvenile Detention Centers Are Not for Abused Kids,2015-08-08
1910,CRIME,Man Dies Falling From Wall After Cops Use Taser During Chase,2015-08-07
1911,CRIME,5 Creepy Things You Learn Cleaning Up Murder Scenes,2015-08-07
1912,CRIME,Teen Brothers Who Murdered Family Had USB Drive With Plans Of Attack: Cops,2015-08-07
1913,CRIME,Suspect In Murder Of Louisiana Cop Arrested After Manhunt,2015-08-07
1914,CRIME,Man Who Escaped Prison More Than 3 Decades Ago Captured,2015-08-07
1915,CRIME,The Sentence Is In For Aurora Shooter James Holmes,2015-08-07
1916,CRIME,Father Indicted After Toddler's Body Found In Crib,2015-08-06
1917,CRIME,Shootout Leaves Black Man Dead And Officer Wounded,2015-08-06
1918,CRIME,Sandy Hook Families Get $1.5M Settlement From Lanza Estate,2015-08-06
1919,CRIME,"'Tarzan' Arrested For Trying To Swing Into Monkey Exhibit At Zoo, Police Say",2015-08-06
1920,CRIME,NYPD Cop Indicted On 40 Charges Related To Rape Of Young Girl,2015-08-06
1921,CRIME,"Officer Draws Gun On Man Filming Him, Asks If He's 'Constitutionalist Crazy Guy'",2015-08-06
1922,CRIME,Suspect In Theater Attack Was Committed At Least 4 Times,2015-08-06
1923,CRIME,Dash Cam Video Shows Seconds Before Unarmed Man Killed By Cops,2015-08-06
1924,CRIME,Man Brutally Kills Ex and Her Grandma Because Of Baby's Name: Cops,2015-08-05
1925,CRIME,Shots Reported For 2nd Day At Mississippi Military Site,2015-08-05
1926,CRIME,Suicides In Jails On The Rise: Report,2015-08-05
1927,CRIME,Listen To Chilling Audio Of A Boy Calling 911 During A Robbery,2015-08-05
1928,CRIME,"'Ritual Killing' May Be Linked To Blue Moon, Police Say",2015-08-05
1929,CRIME,Man Accused Of Decapitating Wife Was 'Trying To Get The Evil Out',2015-08-05
1930,CRIME,Autopsy Shows Police Shot Zachary Hammond In The Back And Side,2015-08-05
1931,CRIME,"Man Accidentally Leaves Baby In Car, Calls 911",2015-08-05
1932,CRIME,Escaped Inmate Richard Matt Was Drunk At Time Of Death: Autopsy,2015-08-05
1933,CRIME,"Man Kills Ex, Her Grandma, For Not Naming Baby After Him: Cops",2015-08-05
1934,CRIME,'Criminal Minds' TV Show Teaches Murder Suspect To Hide Bodies: Cops,2015-08-04
1935,CRIME,Indiana Beauty Queen Killed In Car Accident,2015-08-04
1936,CRIME,'Weaponized Marijuana' Is Allegedly The New Scary Drug In New York City,2015-08-04
1937,CRIME,Father Of Theater Shooting Victim Now Sits In Son's Row At Movies,2015-08-04
1938,CRIME,Tourist Brings Loaded Guns To 9/11 Memorial,2015-08-03
1939,CRIME,Jury Moves Closer To Death Penalty In James Holmes Trial,2015-08-03
1940,CRIME,Suspect In Memphis Cop Killing Turns Himself In,2015-08-03
1941,CRIME,15 Shot In Chicago On Sunday,2015-08-03
1942,CRIME,Man Throws Chainsaws At Cops During High Speed Chase,2015-08-03
1943,CRIME,90 Years For Man Who Shot 2-Year-Old,2015-08-03
1944,CRIME,"Man Fatally Shot Outside Courthouse, Suspect 'A Good Guy,' Girlfriend Says",2015-08-03
1945,CRIME,Dad Shoots Daughter While Teaching Her About Gun Safety,2015-08-03
1946,CRIME,Cops Killed Homeless Man Who Wanted To Surrender: Prosecutor,2015-08-03
1947,CRIME,Kentucky Man Arrested For Shooting Down Neighbor's Drone,2015-08-03
1948,CRIME,Manhunt Underway In Memphis For Alleged Cop Killer,2015-08-03
1949,CRIME,Man Pleads Guilty To Killing 10-Year-Old Son,2015-08-03
1950,CRIME,Memphis Police Officer Fatally Shot During Traffic Stop,2015-08-02
1951,CRIME,"Lifeguard Attacked By Trio, Fights Back Fiercely",2015-08-02
1952,CRIME,Teen Disfigured By Catcaller's Pipe Attack,2015-08-02
1953,CRIME,42 Maximum-Security Inmates In Utah Prison Begin Hunger Strike,2015-08-01
1954,CRIME,James Holmes Defense Make Final Appeal For Mercy,2015-07-31
1955,CRIME,Man Held In San Francisco Jail  Dies By Suicide Despite Warnings,2015-07-31
1956,CRIME,Is This Thief A Ninja Or Just Some Guy In A Leather Jacket?,2015-07-30
1957,CRIME,Huckleberry Finn Charged With Sexual Assault,2015-07-30
1958,CRIME,Handcuffed Hit-And-Run Suspect Dies In San Francisco Police Custody,2015-07-30
1959,CRIME,Officers Involved In Samuel DuBose Shooting Were Sued In Earlier Death Of Unarmed Black Man,2015-07-30
1960,CRIME,Man Loses Fingers In Musket Misfire,2015-07-30
1961,CRIME,"Cop Fatally Shot Teen In Back, Not In Self-Defense, Family Says",2015-07-30
1962,CRIME,What The Video Shows Vs. What The Officer Claims About Sam Dubose's Killing,2015-07-30
1963,CRIME,Cop Pleads Not Guilty In Killing Of Sam DuBose,2015-07-30
1964,CRIME,Ex-Cop In Oklahoma Accused Of Raping 14-Year-Old Girl,2015-07-30
1965,CRIME,Teen Charged With Killing 8-Year-Old Maddy Middleton Was Nearby When Police Found Her Body,2015-07-29
1966,CRIME,Florida Man Plotted ISIS-Inspired Backpack Bombing At Beach: Feds,2015-07-29
1967,CRIME,Family Gunned Down By Stranded Driver They Were Trying To Help,2015-07-29
1968,CRIME,Chattanooga Shooter's Arrest Video Released,2015-07-29
1969,CRIME,Suspicious Packages Sent To Oregon Government Buildings,2015-07-28
1970,CRIME,"Body Believed To Be Missing Girl Found In Trash Bin, Police Say",2015-07-28
1971,CRIME,Man Who Allegedly Decapitated Wife Had Attacked Relative Before,2015-07-28
1972,CRIME,"Baltimore Cop Shoots, Wounds Man Who Ran Car Into Cruiser",2015-07-28
1973,CRIME,Deadly Stabbing Attack At Maryland Prayer Center,2015-07-27
1974,CRIME,"Madyson 'Maddy' Middleton, 8, Missing In California, Police Say",2015-07-27
1975,CRIME,Florida Man Sentenced For Running Over Ducks With Lawnmower,2015-07-27
1976,CRIME,Fake Hair Dresser Arrested For Voyeurism,2015-07-27
1977,CRIME,Florida Teens Still Missing After Coast Guard Finds Their Capsized Boat,2015-07-27
1978,CRIME,Large Fire Breaks Out At Las Vegas Hotel's Pool,2015-07-26
1979,CRIME,Louisiana Shooter Booby-Trapped Former Home Amid Eviction,2015-07-25
1980,CRIME,Tipsters Help Cops Search For Motive In Theater Attack,2015-07-25
1981,CRIME,"Decapitated Woman, Mutilated Dogs Found In Phoenix Home",2015-07-25
1982,CRIME,Holmes Juror Wears Metallica T-Shirt Depicting Electric Chair,2015-07-25
1983,CRIME,"Another Week, Another Mass Shooting",2015-07-25
1984,CRIME,Teachers Praised For Heroic Actions In Louisiana Shooting,2015-07-24
1985,CRIME,Civilian 'Guard' Fires Gun While 'Protecting' Recruiting Center,2015-07-24
1986,CRIME,Louisiana Movie Theater Shooting Victims Identified,2015-07-24
1987,CRIME,"Louisiana Shooter Had History Of Domestic Violence, Radical Outbursts",2015-07-24
1988,CRIME,Louisiana Theater Shooter Identified As John Russel Houser,2015-07-24
1989,CRIME,"Florida Man Head-Butts A Bus, Knocks Himself Out",2015-07-24
1990,CRIME,Teens In Custody After Police Find 5 Dead In Oklahoma Home,2015-07-23
1991,CRIME,"Maine Police Ignored Her Pleas For Help Before Shooting Rampage, Survivor Says",2015-07-23
1992,CRIME,Death Penalty Can Be Considered In Colorado Theater Shooting Case,2015-07-23
1993,CRIME,"Child Predator Asks Boys, 'Do You Want To Be Scared?'",2015-07-23
1994,CRIME,Sandra Bland Swallowed Or Smoked 'Large Quantity Of Marijuana' In Jail: DA,2015-07-23
1995,CRIME,Woman Found Naked In Bushes Near Disney World May Have Been Raped,2015-07-23
1996,CRIME,Dylann Roof Gets Famed Anti-Death Penalty Attorney For Federal Trial,2015-07-23
1997,CRIME,Man Who Filmed Dying Teen Pleads Not Guilty,2015-07-22
1998,CRIME,Armed Citizens Are Now Guarding Military Recruiting Centers After Chattanooga Shooting,2015-07-22
1999,CRIME,Police Sgt. Scott Lunger Shot And Killed During Traffic Stop In California,2015-07-22
2000,CRIME,Man Charged In Detox Center Shooting Resented Homeless: Police,2015-07-21
2001,CRIME,Driver In Crash That Killed Four Could Face More Charges,2015-07-21
2002,CRIME,Sleeping Homeless Man Set On Fire With Fireworks,2015-07-21
2003,CRIME,LAPD Finds Huge Arsenal In Man's Home While Investigating His Death,2015-07-21
2004,CRIME,Fugitive Dies After Fleeing Police And Getting 'Wedged' Between Buildings,2015-07-20
2005,CRIME,Suspect In 5 Weekend Murders Also Eyed In Toddler's Death,2015-07-20
2006,CRIME,$2.5 Million Settlement For Family Of Inmate Who Died Of Thirst,2015-07-20
2007,CRIME,Judge Says Defense In Freddy Gray Case Can Release Evidence,2015-07-20
2008,CRIME,Glenn Greenwald Questions If Chattanooga Shooting Was Terrorism,2015-07-20
2009,CRIME,Lover Of Ex-NFL Player Kills His Wife And Herself: Cops,2015-07-20
2010,CRIME,11-Year-Old Driver Hits Woman With Car In Maui,2015-07-19
2011,CRIME,Long Island Limo Crash Kills 4 Women,2015-07-19
2012,CRIME,Family Of Chattanooga Shooter Proclaims 'Horror' At Massacre,2015-07-19
2013,CRIME,5th Service Member Dies After Chattanooga Shooting,2015-07-18
2014,CRIME,Carbon Monoxide Poisoning Kills 4,2015-07-18
2015,CRIME,Chattanooga Shooting Highlights FBI Concerns,2015-07-18
2016,CRIME,Alaska Plane Crash Kills 1 Of 5 Aboard,2015-07-18
2017,CRIME,Tennessee Shooting Suspect Texted Friend An Islamic Verse Hours Before Attack,2015-07-18
2018,CRIME,Chattanooga Shooter Visited Middle East: Officials,2015-07-17
2019,CRIME,Wildfire Burns Cars On California Freeway,2015-07-17
2020,CRIME,4 Marines Killed In Chattanooga Shooting Identified,2015-07-17
2021,CRIME,New Videos Show Aftermath Of Police Shooting Rock-Throwing Man,2015-07-17
2022,CRIME,Chattanooga Shooter Probed For Ties To Terrorist Groups,2015-07-17
2023,CRIME,Police Make Arrest In SoCal Lemonade Stand Heist,2015-07-17
2024,CRIME,"Chattanooga Shooter Obtained Some Guns Legally, Intended To 'Murder' Police: Officials",2015-07-17
2025,CRIME,Human Legs Found Near Downtown Connecticut Train Tracks (UPDATE),2015-07-16
2026,CRIME,Police Release Footage Of Man Who Died After Being Pepper Sprayed,2015-07-16
2027,CRIME,Missouri Executes Man Convicted Of Strangling 19-Year-Old,2015-07-15
2028,CRIME,Jury Begins Deliberating Fate Of Shooter In Colorado Movie Theater,2015-07-15
2029,CRIME,Graphic Police Dash Cam Video Shows Fatal Shooting Of Unarmed Man,2015-07-15
2030,CRIME,Teenage Girl Who Survived Plane Crash Walked For Days Before Getting Picked Up By Motorist,2015-07-14
2031,CRIME,Disneyland Employee Allegedly Tried To Trade Tickets For Sex With Minor,2015-07-14
2032,CRIME,Police: Gunman Killed After Ambushing Officers Near Chicago,2015-07-13
2033,CRIME,Man Dies After Police Use Pepper Spray During Arrest In Alabama,2015-07-12
2034,CRIME,Man Dies After Getting Pepper Sprayed By Police,2015-07-12
2035,CRIME,Police Battle Spike In City Violence After Years Of Decline,2015-07-11
2036,CRIME,Judge Frees Kids She Sent To Juvenile Center For Avoiding Lunch With Father,2015-07-10
2037,CRIME,Judge Throws 3 Kids In Juvenile Center For Not Being Nice To Their Dad,2015-07-10
2038,CRIME,Subway Spokesman Jared Fogle's Home Raided In Child Porn Investigation,2015-07-07
